user_id,movie_id,rating
user_1,tt0000084,3
user_1,tt0000054,1
user_1,tt0000071,8
user_1,tt0000046,3
user_1,tt0000045,3
user_1,tt0000040,1
user_1,tt0000023,5
user_1,tt0000081,10
user_1,tt0000011,7
user_1,tt0000001,10
user_1,tt0000019,9
user_2,tt0000016,10
user_2,tt0000010,6
user_2,tt0000100,7
user_2,tt0000081,4
user_2,tt0000069,7
user_2,tt0000095,8
user_2,tt0000060,1
user_2,tt0000018,6
user_2,tt0000050,8
user_2,tt0000038,5
user_2,tt0000099,4
user_3,tt0000065,3
user_3,tt0000010,4
user_3,tt0000058,3
user_3,tt0000061,1
user_3,tt0000026,1
user_3,tt0000064,5
user_4,tt0000064,5
user_4,tt0000079,6
user_4,tt0000061,7
user_4,tt0000062,3
user_4,tt0000041,10
user_4,tt0000029,3
user_4,tt0000011,5
user_4,tt0000083,6
user_4,tt0000044,9
user_4,tt0000059,5
user_5,tt0000099,9
user_5,tt0000092,7
user_5,tt0000037,4
user_5,tt0000045,3
user_5,tt0000068,10
user_5,tt0000022,5
user_5,tt0000020,5
user_5,tt0000030,3
user_5,tt0000083,9
user_5,tt0000006,4
user_5,tt0000041,5
user_5,tt0000049,4
user_5,tt0000015,5
user_5,tt0000063,7
user_5,tt0000014,9
user_5,tt0000054,7
user_5,tt0000027,5
user_5,tt0000056,10
user_5,tt0000093,10
user_6,tt0000048,4
user_6,tt0000023,6
user_6,tt0000024,1
user_6,tt0000059,9
user_6,tt0000096,1
user_6,tt0000043,5
user_6,tt0000073,4
user_6,tt0000002,3
user_6,tt0000069,6
user_6,tt0000064,2
user_6,tt0000078,3
user_7,tt0000052,3
user_7,tt0000041,9
user_7,tt0000007,7
user_7,tt0000013,7
user_7,tt0000078,6
user_7,tt0000009,8
user_7,tt0000054,4
user_7,tt0000029,8
user_7,tt0000061,4
user_8,tt0000043,8
user_8,tt0000011,6
user_8,tt0000031,5
user_8,tt0000068,9
user_8,tt0000078,1
user_8,tt0000065,5
user_8,tt0000016,6
user_8,tt0000080,5
user_8,tt0000083,6
user_8,tt0000033,6
user_8,tt0000064,7
user_8,tt0000094,4
user_8,tt0000069,8
user_8,tt0000062,7
user_8,tt0000006,9
user_8,tt0000090,7
user_8,tt0000095,3
user_8,tt0000039,3
user_8,tt0000086,8
user_8,tt0000074,5
user_8,tt0000009,4
user_8,tt0000044,8
user_8,tt0000040,6
user_8,tt0000004,2
user_8,tt0000029,4
user_8,tt0000020,4
user_8,tt0000013,6
user_8,tt0000077,6
user_9,tt0000097,3
user_9,tt0000063,6
user_9,tt0000054,6
user_9,tt0000025,3
user_9,tt0000059,7
user_9,tt0000098,3
user_9,tt0000052,8
user_9,tt0000085,10
user_9,tt0000081,4
user_9,tt0000042,1
user_9,tt0000028,4
user_9,tt0000039,7
user_9,tt0000072,4
user_9,tt0000053,6
user_9,tt0000032,9
user_9,tt0000016,1
user_9,tt0000086,5
user_9,tt0000061,7
user_9,tt0000007,1
user_9,tt0000049,4
user_9,tt0000036,6
user_10,tt0000055,6
user_10,tt0000090,10
user_10,tt0000058,2
user_10,tt0000066,5
user_10,tt0000050,1
user_10,tt0000051,7
user_11,tt0000006,2
user_11,tt0000096,3
user_11,tt0000009,7
user_11,tt0000012,7
user_11,tt0000081,4
user_11,tt0000031,5
user_11,tt0000015,5
user_11,tt0000044,6
user_11,tt0000026,9
user_11,tt0000002,2
user_11,tt0000027,5
user_11,tt0000090,3
user_11,tt0000041,4
user_11,tt0000025,10
user_11,tt0000017,6
user_11,tt0000073,8
user_11,tt0000058,1
user_11,tt0000059,10
user_11,tt0000070,8
user_11,tt0000075,7
user_11,tt0000069,1
user_12,tt0000016,1
user_12,tt0000099,1
user_12,tt0000082,10
user_12,tt0000015,9
user_12,tt0000092,7
user_12,tt0000084,1
user_12,tt0000083,8
user_12,tt0000072,3
user_12,tt0000085,8
user_12,tt0000100,5
user_12,tt0000077,1
user_12,tt0000032,7
user_12,tt0000003,5
user_12,tt0000007,6
user_12,tt0000044,6
user_12,tt0000068,8
user_12,tt0000074,9
user_12,tt0000050,2
user_12,tt0000056,9
user_12,tt0000078,10
user_12,tt0000008,9
user_12,tt0000023,10
user_13,tt0000094,9
user_13,tt0000028,7
user_13,tt0000047,4
user_13,tt0000057,4
user_13,tt0000053,8
user_13,tt0000022,4
user_13,tt0000038,6
user_13,tt0000008,5
user_13,tt0000088,3
user_13,tt0000006,10
user_13,tt0000019,2
user_13,tt0000050,9
user_13,tt0000027,10
user_13,tt0000041,9
user_13,tt0000011,1
user_13,tt0000012,10
user_13,tt0000097,3
user_13,tt0000089,8
user_13,tt0000095,6
user_14,tt0000053,6
user_14,tt0000083,3
user_14,tt0000094,7
user_14,tt0000096,10
user_14,tt0000099,9
user_14,tt0000021,2
user_14,tt0000008,5
user_14,tt0000084,6
user_14,tt0000001,4
user_15,tt0000053,9
user_15,tt0000009,6
user_15,tt0000043,6
user_15,tt0000072,5
user_15,tt0000048,5
user_15,tt0000038,2
user_15,tt0000041,8
user_15,tt0000042,8
user_15,tt0000099,1
user_15,tt0000080,8
user_15,tt0000092,5
user_15,tt0000023,2
user_15,tt0000054,2
user_15,tt0000040,6
user_15,tt0000057,9
user_15,tt0000067,1
user_15,tt0000066,6
user_15,tt0000079,9
user_15,tt0000031,8
user_15,tt0000089,6
user_15,tt0000030,3
user_15,tt0000071,8
user_15,tt0000070,9
user_15,tt0000088,1
user_16,tt0000035,4
user_16,tt0000048,2
user_16,tt0000034,2
user_16,tt0000058,4
user_16,tt0000053,6
user_16,tt0000043,7
user_16,tt0000098,10
user_16,tt0000085,3
user_16,tt0000021,3
user_16,tt0000088,10
user_16,tt0000039,6
user_16,tt0000075,3
user_16,tt0000057,2
user_16,tt0000045,8
user_16,tt0000097,5
user_16,tt0000056,1
user_17,tt0000025,7
user_17,tt0000090,8
user_17,tt0000073,2
user_17,tt0000022,5
user_17,tt0000093,1
user_17,tt0000032,7
user_17,tt0000063,8
user_18,tt0000084,5
user_18,tt0000035,2
user_18,tt0000061,5
user_18,tt0000050,4
user_18,tt0000022,7
user_18,tt0000042,6
user_18,tt0000054,2
user_18,tt0000095,5
user_18,tt0000016,7
user_18,tt0000020,7
user_19,tt0000011,9
user_19,tt0000040,9
user_19,tt0000088,2
user_19,tt0000037,3
user_19,tt0000038,7
user_19,tt0000055,5
user_19,tt0000014,2
user_19,tt0000069,3
user_19,tt0000048,10
user_19,tt0000095,6
user_19,tt0000006,7
user_19,tt0000065,9
user_19,tt0000074,1
user_19,tt0000077,7
user_19,tt0000023,8
user_19,tt0000096,3
user_19,tt0000012,4
user_19,tt0000003,10
user_19,tt0000017,6
user_19,tt0000043,10
user_20,tt0000010,3
user_20,tt0000015,6
user_20,tt0000019,6
user_20,tt0000037,5
user_20,tt0000087,4
user_20,tt0000033,10
user_20,tt0000025,1
user_20,tt0000065,10
user_20,tt0000046,6
user_20,tt0000024,2
user_20,tt0000026,3
user_21,tt0000100,2
user_21,tt0000075,5
user_21,tt0000037,4
user_21,tt0000047,3
user_21,tt0000022,7
user_21,tt0000076,6
user_21,tt0000053,7
user_21,tt0000017,5
user_21,tt0000039,6
user_21,tt0000040,5
user_21,tt0000092,7
user_21,tt0000050,2
user_21,tt0000027,5
user_21,tt0000059,6
user_21,tt0000001,6
user_21,tt0000057,5
user_21,tt0000046,10
user_21,tt0000016,7
user_21,tt0000095,10
user_21,tt0000026,8
user_21,tt0000051,7
user_21,tt0000086,5
user_21,tt0000064,1
user_21,tt0000070,5
user_21,tt0000072,10
user_21,tt0000038,2
user_21,tt0000042,5
user_21,tt0000009,5
user_22,tt0000070,9
user_22,tt0000067,9
user_22,tt0000016,9
user_22,tt0000043,10
user_22,tt0000003,7
user_22,tt0000033,2
user_22,tt0000085,10
user_22,tt0000073,5
user_22,tt0000098,4
user_22,tt0000076,8
user_22,tt0000030,2
user_22,tt0000018,6
user_22,tt0000040,5
user_22,tt0000012,2
user_22,tt0000031,10
user_22,tt0000006,1
user_22,tt0000069,8
user_22,tt0000057,2
user_22,tt0000027,7
user_22,tt0000083,9
user_22,tt0000065,9
user_22,tt0000075,8
user_23,tt0000028,4
user_23,tt0000057,10
user_23,tt0000041,8
user_23,tt0000015,6
user_23,tt0000086,3
user_23,tt0000026,10
user_23,tt0000063,5
user_23,tt0000069,6
user_23,tt0000045,5
user_23,tt0000006,6
user_23,tt0000080,8
user_23,tt0000049,7
user_23,tt0000011,5
user_23,tt0000036,10
user_23,tt0000038,6
user_23,tt0000065,4
user_23,tt0000031,9
user_23,tt0000058,4
user_24,tt0000081,7
user_24,tt0000035,3
user_24,tt0000061,7
user_24,tt0000002,8
user_24,tt0000028,10
user_24,tt0000089,6
user_24,tt0000052,10
user_24,tt0000038,9
user_24,tt0000008,6
user_24,tt0000032,9
user_24,tt0000051,4
user_24,tt0000046,8
user_24,tt0000012,4
user_24,tt0000043,2
user_24,tt0000062,10
user_24,tt0000078,9
user_24,tt0000023,5
user_24,tt0000001,4
user_24,tt0000040,2
user_24,tt0000067,1
user_24,tt0000079,7
user_25,tt0000080,3
user_25,tt0000073,5
user_25,tt0000044,3
user_25,tt0000011,8
user_25,tt0000064,10
user_25,tt0000023,8
user_25,tt0000055,8
user_25,tt0000063,9
user_25,tt0000030,4
user_25,tt0000053,5
user_26,tt0000079,2
user_26,tt0000056,2
user_26,tt0000017,3
user_26,tt0000066,8
user_26,tt0000093,8
user_26,tt0000014,7
user_26,tt0000057,6
user_26,tt0000050,9
user_26,tt0000045,4
user_26,tt0000023,1
user_26,tt0000039,8
user_26,tt0000087,7
user_26,tt0000018,7
user_26,tt0000037,3
user_26,tt0000010,4
user_26,tt0000094,10
user_26,tt0000096,9
user_26,tt0000044,6
user_26,tt0000073,5
user_26,tt0000077,3
user_26,tt0000064,9
user_26,tt0000049,5
user_26,tt0000067,5
user_26,tt0000051,4
user_26,tt0000097,4
user_27,tt0000010,6
user_27,tt0000034,4
user_27,tt0000015,9
user_27,tt0000054,3
user_27,tt0000027,4
user_27,tt0000044,7
user_27,tt0000018,7
user_27,tt0000068,4
user_27,tt0000092,6
user_27,tt0000094,3
user_27,tt0000049,6
user_27,tt0000007,2
user_27,tt0000013,8
user_27,tt0000065,2
user_27,tt0000024,7
user_27,tt0000043,9
user_28,tt0000094,9
user_28,tt0000059,10
user_28,tt0000007,2
user_28,tt0000090,3
user_28,tt0000096,10
user_29,tt0000099,6
user_29,tt0000014,10
user_29,tt0000077,3
user_29,tt0000066,2
user_29,tt0000050,6
user_29,tt0000042,5
user_29,tt0000009,10
user_29,tt0000031,5
user_29,tt0000067,10
user_29,tt0000022,5
user_29,tt0000093,10
user_29,tt0000071,5
user_29,tt0000013,3
user_29,tt0000076,7
user_29,tt0000080,6
user_29,tt0000100,4
user_29,tt0000098,2
user_29,tt0000047,9
user_30,tt0000002,7
user_30,tt0000100,2
user_30,tt0000016,6
user_30,tt0000081,6
user_30,tt0000061,3
user_30,tt0000095,6
user_30,tt0000084,10
user_30,tt0000062,10
user_30,tt0000010,5
user_30,tt0000076,2
user_30,tt0000052,9
user_30,tt0000066,8
user_30,tt0000009,3
user_30,tt0000085,8
user_30,tt0000073,9
user_30,tt0000007,3
user_30,tt0000004,3
user_30,tt0000079,2
user_30,tt0000031,8
user_30,tt0000056,10
user_30,tt0000038,1
user_31,tt0000048,9
user_31,tt0000080,1
user_31,tt0000054,9
user_31,tt0000091,1
user_31,tt0000078,10
user_31,tt0000090,10
user_31,tt0000012,2
user_31,tt0000081,6
user_31,tt0000057,6
user_31,tt0000098,1
user_31,tt0000011,7
user_31,tt0000058,8
user_32,tt0000066,1
user_32,tt0000085,4
user_32,tt0000054,5
user_32,tt0000072,3
user_32,tt0000087,9
user_32,tt0000005,1
user_32,tt0000038,6
user_32,tt0000097,6
user_32,tt0000026,10
user_32,tt0000003,5
user_32,tt0000059,5
user_32,tt0000077,10
user_32,tt0000036,5
user_32,tt0000083,6
user_32,tt0000100,8
user_32,tt0000088,2
user_32,tt0000053,6
user_32,tt0000048,1
user_32,tt0000050,4
user_32,tt0000061,10
user_32,tt0000032,3
user_32,tt0000001,9
user_33,tt0000002,2
user_33,tt0000035,10
user_33,tt0000097,1
user_33,tt0000049,2
user_33,tt0000046,5
user_33,tt0000083,4
user_33,tt0000067,4
user_34,tt0000099,3
user_34,tt0000055,10
user_34,tt0000100,4
user_34,tt0000047,9
user_34,tt0000014,6
user_34,tt0000084,8
user_34,tt0000079,7
user_34,tt0000042,2
user_34,tt0000031,3
user_34,tt0000071,1
user_34,tt0000053,9
user_34,tt0000040,7
user_34,tt0000058,1
user_35,tt0000095,3
user_35,tt0000032,6
user_35,tt0000052,4
user_35,tt0000036,6
user_35,tt0000025,3
user_35,tt0000070,4
user_35,tt0000080,9
user_36,tt0000096,1
user_36,tt0000005,5
user_36,tt0000053,6
user_36,tt0000098,8
user_36,tt0000060,3
user_36,tt0000033,3
user_36,tt0000075,10
user_36,tt0000064,9
user_36,tt0000086,4
user_37,tt0000046,6
user_37,tt0000001,10
user_37,tt0000070,9
user_37,tt0000031,1
user_37,tt0000037,6
user_37,tt0000097,9
user_37,tt0000036,4
user_37,tt0000021,2
user_38,tt0000080,1
user_38,tt0000002,6
user_38,tt0000088,5
user_38,tt0000084,9
user_38,tt0000060,2
user_38,tt0000012,8
user_38,tt0000091,5
user_38,tt0000082,2
user_39,tt0000034,10
user_39,tt0000087,3
user_39,tt0000031,10
user_39,tt0000010,10
user_39,tt0000019,3
user_39,tt0000048,4
user_39,tt0000070,2
user_39,tt0000064,9
user_39,tt0000091,10
user_39,tt0000094,7
user_39,tt0000099,7
user_39,tt0000028,6
user_39,tt0000002,3
user_39,tt0000074,6
user_39,tt0000008,8
user_40,tt0000027,3
user_40,tt0000094,3
user_40,tt0000078,6
user_40,tt0000010,8
user_40,tt0000086,7
user_40,tt0000005,4
user_40,tt0000031,4
user_40,tt0000042,10
user_40,tt0000055,2
user_40,tt0000098,1
user_40,tt0000024,9
user_40,tt0000092,2
user_41,tt0000050,8
user_41,tt0000047,2
user_41,tt0000052,6
user_41,tt0000080,9
user_41,tt0000091,8
user_41,tt0000053,8
user_41,tt0000024,8
user_41,tt0000082,7
user_41,tt0000043,8
user_41,tt0000049,6
user_41,tt0000035,2
user_41,tt0000074,2
user_41,tt0000020,8
user_41,tt0000095,1
user_41,tt0000046,6
user_41,tt0000019,6
user_41,tt0000005,4
user_41,tt0000089,10
user_41,tt0000033,3
user_41,tt0000098,3
user_41,tt0000051,1
user_41,tt0000034,3
user_41,tt0000031,4
user_41,tt0000066,5
user_41,tt0000022,3
user_41,tt0000007,6
user_41,tt0000004,5
user_41,tt0000027,3
user_42,tt0000037,6
user_42,tt0000039,2
user_42,tt0000045,4
user_42,tt0000009,6
user_42,tt0000035,10
user_42,tt0000076,8
user_42,tt0000040,8
user_42,tt0000002,6
user_42,tt0000092,4
user_42,tt0000091,8
user_42,tt0000013,8
user_42,tt0000034,10
user_42,tt0000006,1
user_42,tt0000099,4
user_42,tt0000030,4
user_42,tt0000026,7
user_42,tt0000046,7
user_42,tt0000033,8
user_42,tt0000016,5
user_42,tt0000089,7
user_42,tt0000057,8
user_42,tt0000067,9
user_42,tt0000072,3
user_42,tt0000060,3
user_42,tt0000017,4
user_42,tt0000052,5
user_43,tt0000006,9
user_43,tt0000014,6
user_43,tt0000070,3
user_43,tt0000085,7
user_43,tt0000075,9
user_43,tt0000073,3
user_43,tt0000066,2
user_43,tt0000098,7
user_43,tt0000033,7
user_43,tt0000059,4
user_43,tt0000096,9
user_43,tt0000051,8
user_43,tt0000007,1
user_43,tt0000027,1
user_44,tt0000040,7
user_44,tt0000073,4
user_44,tt0000009,1
user_44,tt0000029,9
user_44,tt0000071,4
user_44,tt0000078,9
user_44,tt0000012,6
user_44,tt0000055,1
user_44,tt0000070,3
user_45,tt0000044,9
user_45,tt0000007,5
user_45,tt0000025,10
user_45,tt0000029,2
user_45,tt0000060,7
user_45,tt0000068,2
user_45,tt0000020,4
user_45,tt0000070,7
user_45,tt0000005,4
user_45,tt0000076,7
user_45,tt0000079,7
user_45,tt0000048,1
user_45,tt0000086,6
user_45,tt0000034,9
user_45,tt0000030,2
user_46,tt0000007,7
user_46,tt0000076,9
user_46,tt0000057,2
user_46,tt0000063,10
user_46,tt0000098,5
user_46,tt0000004,10
user_46,tt0000041,4
user_47,tt0000093,6
user_47,tt0000027,8
user_47,tt0000057,6
user_47,tt0000075,3
user_47,tt0000021,6
user_47,tt0000042,1
user_47,tt0000082,4
user_47,tt0000069,6
user_47,tt0000001,7
user_47,tt0000072,10
user_48,tt0000033,4
user_48,tt0000072,2
user_48,tt0000001,6
user_48,tt0000056,2
user_48,tt0000100,5
user_48,tt0000050,6
user_48,tt0000019,4
user_49,tt0000025,6
user_49,tt0000030,9
user_49,tt0000078,10
user_49,tt0000072,10
user_49,tt0000074,8
user_49,tt0000018,1
user_49,tt0000046,8
user_49,tt0000069,9
user_49,tt0000006,6
user_49,tt0000029,10
user_49,tt0000023,5
user_49,tt0000014,6
user_49,tt0000027,6
user_49,tt0000003,9
user_49,tt0000097,4
user_49,tt0000033,2
user_49,tt0000077,9
user_50,tt0000049,7
user_50,tt0000037,8
user_50,tt0000088,4
user_50,tt0000019,3
user_50,tt0000082,5
user_50,tt0000068,9
user_50,tt0000043,6
user_50,tt0000035,9
user_50,tt0000055,6
user_50,tt0000001,2
user_50,tt0000046,5
user_50,tt0000008,9
user_50,tt0000026,8
user_50,tt0000044,7
user_50,tt0000011,1
user_50,tt0000074,4
user_50,tt0000086,7
user_50,tt0000078,7
user_50,tt0000071,6
user_50,tt0000070,8
